demandID,pathID,originID,dest1,arc1,arc1_type,arc1_dist,dest2,arc2,arc2_type,arc2_dist,dest3,arc3,arc3_type,arc3_dist,finalDest,varCost,wgt,pathDist,arcCt,directDist,sales,cogs,fixedTT,current_ODT,transitMode,w_hat,dirMode,dirCost,dirFreq
7406,44,3,1001,1720,VND->FC,380.9,31365,195,FC->LMD,2089.3,0,0,0,0.0,31365,0.02,1236.0,2470.2000000000003,2,2317.0,1670.27,1237.24,6.2,10.0,LTL,3.8,0.0,0.0,0.0
7406,45,3,1003,1722,VND->FC,2080.5,31365,511,FC->LMD,277.3,0,0,0,0.0,31365,0.02,1236.0,2357.8,2,2317.0,1670.27,1237.24,5.3,10.0,LTL,4.7,0.0,0.0,0.0
7406,46,3,1002,1721,VND->FC,1440.3,31365,353,FC->LMD,897.6,0,0,0,0.0,31365,0.02,1236.0,2337.9,2,2317.0,1670.27,1237.24,5.1,10.0,LTL,4.9,0.0,0.0,0.0
7406,47,3,1001,1720,VND->FC,380.9,31365,195,FC->LMD,2089.3,0,0,0,0.0,31365,0.02,1236.0,2470.2000000000003,2,2317.0,1670.27,1237.24,4.5,10.0,TL,5.5,0.0,0.0,0.0
7406,48,3,1003,1722,VND->FC,2080.5,31365,511,FC->LMD,277.3,0,0,0,0.0,31365,0.02,1236.0,2357.8,2,2317.0,1670.27,1237.24,4.3,10.0,TL,5.7,0.0,0.0,0.0
7406,49,3,1002,1721,VND->FC,1440.3,31365,353,FC->LMD,897.6,0,0,0,0.0,31365,0.02,1236.0,2337.9,2,2317.0,1670.27,1237.24,4.2,10.0,TL,5.8,0.0,0.0,0.0
7406,50,3,1001,1720,VND->FC,380.9,1003,153,FC->FC,1878.5,31365,511,FC->LMD,277.3,31365,0.04,1236.0,2536.7000000000003,3,2317.0,1670.27,1237.24,5.6,10.0,LTL,4.4,0.0,0.0,0.0
7406,51,3,1001,1720,VND->FC,380.9,1003,153,FC->FC,1878.5,31365,511,FC->LMD,277.3,31365,0.04,1236.0,2536.7000000000003,3,2317.0,1670.27,1237.24,4.6,10.0,TL,5.4,0.0,0.0,0.0
7407,52,3,31366,1608,VND->LMD,489.4,0,0,0,0.0,0,0,0,0.0,31366,0.0,1364.0,489.4,1,489.4,5246.15,3384.61,1.5,8.0,LTL,6.5,1.0,653.21,1.0
7407,53,3,1001,1720,VND->FC,380.9,31366,196,FC->LMD,682.2,0,0,0,0.0,31366,0.02,1364.0,1063.1,2,489.4,5246.15,3384.61,3.2,8.0,LTL,4.8,0.0,0.0,0.0
7407,54,3,1006,1725,VND->FC,528.9,31366,986,FC->LMD,273.4,0,0,0,0.0,31366,0.02,1364.0,802.3,2,489.4,5246.15,3384.61,2.5,8.0,LTL,5.5,0.0,0.0,0.0
7407,55,3,1001,1720,VND->FC,380.9,31366,196,FC->LMD,682.2,0,0,0,0.0,31366,0.02,1364.0,1063.1,2,489.4,5246.15,3384.61,1.9,8.0,TL,6.1,0.0,0.0,0.0
7407,56,3,1006,1725,VND->FC,528.9,31366,986,FC->LMD,273.4,0,0,0,0.0,31366,0.02,1364.0,802.3,2,489.4,5246.15,3384.61,1.5,8.0,TL,6.5,0.0,0.0,0.0
7407,57,3,1001,1720,VND->FC,380.9,1006,156,FC->FC,545.5,31366,986,FC->LMD,273.4,31366,0.04,1364.0,1199.8,3,489.4,5246.15,3384.61,3.2,8.0,LTL,4.8,0.0,0.0,0.0
7407,58,3,1001,1720,VND->FC,380.9,1006,156,FC->FC,545.5,31366,986,FC->LMD,273.4,31366,0.04,1364.0,1199.8,3,489.4,5246.15,3384.61,2.2,8.0,TL,5.8,0.0,0.0,0.0
7408,59,3,31367,1609,VND->LMD,559.9,0,0,0,0.0,0,0,0,0.0,31367,0.0,470.0,559.9,1,559.9,1205.13,734.84,1.5,8.0,LTL,6.5,1.0,287.64,1.0
7408,60,3,1001,1720,VND->FC,380.9,31367,197,FC->LMD,661.1,0,0,0,0.0,31367,0.02,470.0,1042.0,2,559.9,1205.13,734.84,3.2,8.0,LTL,4.8,0.0,0.0,0.0
7408,61,3,1006,1725,VND->FC,528.9,31367,987,FC->LMD,149.9,0,0,0,0.0,31367,0.02,470.0,678.8,2,559.9,1205.13,734.84,2.0,8.0,LTL,6.0,0.0,0.0,0.0
7408,62,3,1001,1720,VND->FC,380.9,31367,197,FC->LMD,661.1,0,0,0,0.0,31367,0.02,470.0,1042.0,2,559.9,1205.13,734.84,1.9,8.0,TL,6.1,0.0,0.0,0.0
7408,63,3,1006,1725,VND->FC,528.9,31367,987,FC->LMD,149.9,0,0,0,0.0,31367,0.02,470.0,678.8,2,559.9,1205.13,734.84,1.5,8.0,TL,6.5,0.0,0.0,0.0
7408,64,3,1001,1720,VND->FC,380.9,1006,156,FC->FC,545.5,31367,987,FC->LMD,149.9,31367,0.04,470.0,1076.3,3,559.9,1205.13,734.84,2.7,8.0,LTL,5.3,0.0,0.0,0.0
7408,65,3,1001,1720,VND->FC,380.9,1006,156,FC->FC,545.5,31367,987,FC->LMD,149.9,31367,0.04,470.0,1076.3,3,559.9,1205.13,734.84,2.2,8.0,TL,5.8,0.0,0.0,0.0
7409,66,3,31369,1611,VND->LMD,664.7,0,0,0,0.0,0,0,0,0.0,31369,0.0,990.0,664.7,1,664.7,3000.0,1595.74,2.5,9.0,LTL,6.5,1.0,572.91,1.0
7409,67,3,1001,1720,VND->FC,380.9,31369,199,FC->LMD,937.4,0,0,0,0.0,31369,0.02,990.0,1318.3,2,664.7,3000.0,1595.74,3.2,9.0,LTL,5.8,0.0,0.0,0.0
7409,68,3,1006,1725,VND->FC,528.9,31369,989,FC->LMD,550.1,0,0,0,0.0,31369,0.02,990.0,1079.0,2,664.7,3000.0,1595.74,2.5,9.0,LTL,6.5,0.0,0.0,0.0
7409,69,3,1001,1720,VND->FC,380.9,31369,199,FC->LMD,937.4,0,0,0,0.0,31369,0.02,990.0,1318.3,2,664.7,3000.0,1595.74,2.4,9.0,TL,6.6,0.0,0.0,0.0
7409,70,3,1006,1725,VND->FC,528.9,31369,989,FC->LMD,550.1,0,0,0,0.0,31369,0.02,990.0,1079.0,2,664.7,3000.0,1595.74,2.0,9.0,TL,7.0,0.0,0.0,0.0
7409,71,3,1001,1720,VND->FC,380.9,1006,156,FC->FC,545.5,31369,989,FC->LMD,550.1,31369,0.04,990.0,1476.5,3,664.7,3000.0,1595.74,3.2,9.0,LTL,5.8,0.0,0.0,0.0
7409,72,3,1001,1720,VND->FC,380.9,1006,156,FC->FC,545.5,31369,989,FC->LMD,550.1,31369,0.04,990.0,1476.5,3,664.7,3000.0,1595.74,2.7,9.0,TL,6.3,0.0,0.0,0.0
7446,73,3,31370,1612,VND->LMD,1888.5,0,0,0,0.0,0,0,0,0.0,31370,0.0,480.0,1888.5,1,1888.5,857.14,501.25,4.5,9.0,LTL,4.5,1.0,629.68,1.0
7446,74,3,1001,1720,VND->FC,380.9,31370,200,FC->LMD,1808.1,0,0,0,0.0,31370,0.02,480.0,2189.0,2,1888.5,857.14,501.25,5.2,9.0,LTL,3.8,0.0,0.0,0.0
7446,75,3,1005,1724,VND->FC,1785.7,31370,832,FC->LMD,154.2,0,0,0,0.0,31370,0.02,480.0,1939.9,2,1888.5,857.14,501.25,4.2,9.0,LTL,4.8,0.0,0.0,0.0
7446,76,3,1006,1725,VND->FC,528.9,31370,990,FC->LMD,1359.7,0,0,0,0.0,31370,0.02,480.0,1888.6,2,1888.5,857.14,501.25,4.5,9.0,LTL,4.5,0.0,0.0,0.0
7446,77,3,1001,1720,VND->FC,380.9,31370,200,FC->LMD,1808.1,0,0,0,0.0,31370,0.02,480.0,2189.0,2,1888.5,857.14,501.25,4.0,9.0,TL,5.0,0.0,0.0,0.0
7446,78,3,1005,1724,VND->FC,1785.7,31370,832,FC->LMD,154.2,0,0,0,0.0,31370,0.02,480.0,1939.9,2,1888.5,857.14,501.25,3.7,9.0,TL,5.3,0.0,0.0,0.0
7446,79,3,1006,1725,VND->FC,528.9,31370,990,FC->LMD,1359.7,0,0,0,0.0,31370,0.02,480.0,1888.6,2,1888.5,857.14,501.25,3.5,9.0,TL,5.5,0.0,0.0,0.0
7446,80,3,1001,1720,VND->FC,380.9,1005,155,FC->FC,1683.2,31370,832,FC->LMD,154.2,31370,0.04,480.0,2218.3,3,1888.5,857.14,501.25,4.8,9.0,LTL,4.2,0.0,0.0,0.0
7446,81,3,1001,1720,VND->FC,380.9,1005,155,FC->FC,1683.2,31370,832,FC->LMD,154.2,31370,0.04,480.0,2218.3,3,1888.5,857.14,501.25,4.3,9.0,TL,4.7,0.0,0.0,0.0
7448,82,3,31373,1615,VND->LMD,530.5,0,0,0,0.0,0,0,0,0.0,31373,0.0,704.0,530.5,1,530.5,2514.29,1904.77,1.5,8.0,LTL,6.5,1.0,384.39,1.0
7448,83,3,1001,1720,VND->FC,380.9,31373,203,FC->LMD,546.7,0,0,0,0.0,31373,0.02,704.0,927.6,2,530.5,2514.29,1904.77,2.2,8.0,LTL,5.8,0.0,0.0,0.0
7448,84,3,1006,1725,VND->FC,528.9,31373,993,FC->LMD,1.6,0,0,0,0.0,31373,0.02,704.0,530.5,2,530.5,2514.29,1904.77,2.0,8.0,LTL,6.0,0.0,0.0,0.0
7448,85,3,1001,1720,VND->FC,380.9,31373,203,FC->LMD,546.7,0,0,0,0.0,31373,0.02,704.0,927.6,2,530.5,2514.29,1904.77,1.7,8.0,TL,6.3,0.0,0.0,0.0
7448,86,3,1006,1725,VND->FC,528.9,31373,993,FC->LMD,1.6,0,0,0,0.0,31373,0.02,704.0,530.5,2,530.5,2514.29,1904.77,1.5,8.0,TL,6.5,0.0,0.0,0.0
7448,87,3,1001,1720,VND->FC,380.9,1006,156,FC->FC,545.5,31373,993,FC->LMD,1.6,31373,0.04,704.0,928.0,3,530.5,2514.29,1904.77,2.7,8.0,LTL,5.3,0.0,0.0,0.0
7448,88,3,1001,1720,VND->FC,380.9,1006,156,FC->FC,545.5,31373,993,FC->LMD,1.6,31373,0.04,704.0,928.0,3,530.5,2514.29,1904.77,2.2,8.0,TL,5.8,0.0,0.0,0.0
7410,89,3,31376,1618,VND->LMD,250.9,0,0,0,0.0,0,0,0,0.0,31376,0.0,629.0,250.9,1,250.9,1429.55,700.76,1.5,5.0,LTL,3.5,1.0,263.51,1.0
7410,90,3,1001,1720,VND->FC,380.9,31376,206,FC->LMD,134.0,0,0,0,0.0,31376,0.02,629.0,514.9,2,250.9,1429.55,700.76,1.7,5.0,LTL,3.3,0.0,0.0,0.0
7410,91,3,1001,1720,VND->FC,380.9,31376,206,FC->LMD,134.0,0,0,0,0.0,31376,0.02,629.0,514.9,2,250.9,1429.55,700.76,1.2,5.0,TL,3.8,0.0,0.0,0.0
7449,92,3,31381,1623,VND->LMD,1839.0,0,0,0,0.0,0,0,0,0.0,31381,0.0,923.0,1839.0,1,1839.0,3296.43,2168.7,4.5,10.0,LTL,5.5,1.0,1044.24,1.0
7449,93,3,1001,1720,VND->FC,380.9,31381,211,FC->LMD,1721.6,0,0,0,0.0,31381,0.02,923.0,2102.5,2,1839.0,3296.43,2168.7,5.2,10.0,LTL,4.8,0.0,0.0,0.0
7449,94,3,1005,1724,VND->FC,1785.7,31381,843,FC->LMD,83.2,0,0,0,0.0,31381,0.02,923.0,1868.9,2,1839.0,3296.43,2168.7,4.2,10.0,LTL,5.8,0.0,0.0,0.0
7449,95,3,1006,1725,VND->FC,528.9,31381,1001,FC->LMD,1312.9,0,0,0,0.0,31381,0.02,923.0,1841.8,2,1839.0,3296.43,2168.7,4.5,10.0,LTL,5.5,0.0,0.0,0.0
7449,96,3,1001,1720,VND->FC,380.9,31381,211,FC->LMD,1721.6,0,0,0,0.0,31381,0.02,923.0,2102.5,2,1839.0,3296.43,2168.7,3.8,10.0,TL,6.2,0.0,0.0,0.0
7449,97,3,1005,1724,VND->FC,1785.7,31381,843,FC->LMD,83.2,0,0,0,0.0,31381,0.02,923.0,1868.9,2,1839.0,3296.43,2168.7,3.7,10.0,TL,6.3,0.0,0.0,0.0
7449,98,3,1006,1725,VND->FC,528.9,31381,1001,FC->LMD,1312.9,0,0,0,0.0,31381,0.02,923.0,1841.8,2,1839.0,3296.43,2168.7,3.4,10.0,TL,6.6,0.0,0.0,0.0
7449,99,3,1001,1720,VND->FC,380.9,1005,155,FC->FC,1683.2,31381,843,FC->LMD,83.2,31381,0.04,923.0,2147.3,3,1839.0,3296.43,2168.7,4.8,10.0,LTL,5.2,0.0,0.0,0.0
7449,100,3,1001,1720,VND->FC,380.9,1005,155,FC->FC,1683.2,31381,843,FC->LMD,83.2,31381,0.04,923.0,2147.3,3,1839.0,3296.43,2168.7,4.3,10.0,TL,5.7,0.0,0.0,0.0
7450,101,3,31383,1625,VND->LMD,1714.7,0,0,0,0.0,0,0,0,0.0,31383,0.0,1663.0,1714.7,1,1714.7,4494.59,3036.89,4.5,10.0,LTL,5.5,1.0,1667.83,1.0
7450,102,3,1001,1720,VND->FC,380.9,31383,213,FC->LMD,1631.3,0,0,0,0.0,31383,0.02,1663.0,2012.2,2,1714.7,4494.59,3036.89,5.2,10.0,LTL,4.8,0.0,0.0,0.0
7450,103,3,1005,1724,VND->FC,1785.7,31383,845,FC->LMD,105.6,0,0,0,0.0,31383,0.02,1663.0,1891.3,2,1714.7,4494.59,3036.89,4.2,10.0,LTL,5.8,0.0,0.0,0.0
7450,104,3,1006,1725,VND->FC,528.9,31383,1003,FC->LMD,1185.8,0,0,0,0.0,31383,0.02,1663.0,1714.6999999999998,2,1714.7,4494.59,3036.89,4.5,10.0,LTL,5.5,0.0,0.0,0.0
7450,105,3,1001,1720,VND->FC,380.9,31383,213,FC->LMD,1631.3,0,0,0,0.0,31383,0.02,1663.0,2012.2,2,1714.7,4494.59,3036.89,3.7,10.0,TL,6.3,0.0,0.0,0.0
7450,106,3,1005,1724,VND->FC,1785.7,31383,845,FC->LMD,105.6,0,0,0,0.0,31383,0.02,1663.0,1891.3,2,1714.7,4494.59,3036.89,3.7,10.0,TL,6.3,0.0,0.0,0.0
7450,107,3,1006,1725,VND->FC,528.9,31383,1003,FC->LMD,1185.8,0,0,0,0.0,31383,0.02,1663.0,1714.6999999999998,2,1714.7,4494.59,3036.89,3.2,10.0,TL,6.8,0.0,0.0,0.0
7450,108,3,1001,1720,VND->FC,380.9,1005,155,FC->FC,1683.2,31383,845,FC->LMD,105.6,31383,0.04,1663.0,2169.7,3,1714.7,4494.59,3036.89,4.8,10.0,LTL,5.2,0.0,0.0,0.0
7450,109,3,1001,1720,VND->FC,380.9,1005,155,FC->FC,1683.2,31383,845,FC->LMD,105.6,31383,0.04,1663.0,2169.7,3,1714.7,4494.59,3036.89,4.3,10.0,TL,5.7,0.0,0.0,0.0
7413,110,3,31384,1626,VND->LMD,2097.1,0,0,0,0.0,0,0,0,0.0,31384,0.0,286.0,2097.1,1,2097.1,986.21,616.38,5.5,12.0,LTL,6.5,1.0,475.74,1.0
7413,111,3,1001,1720,VND->FC,380.9,31384,214,FC->LMD,1956.2,0,0,0,0.0,31384,0.02,286.0,2337.1,2,2097.1,986.21,616.38,5.2,12.0,LTL,6.8,0.0,0.0,0.0
7413,112,3,1004,1723,VND->FC,2328.3,31384,688,FC->LMD,269.6,0,0,0,0.0,31384,0.02,286.0,2597.9,2,2097.1,986.21,616.38,5.7,12.0,LTL,6.3,0.0,0.0,0.0
7413,113,3,1006,1725,VND->FC,528.9,31384,1004,FC->LMD,1574.8,0,0,0,0.0,31384,0.02,286.0,2103.7,2,2097.1,986.21,616.38,5.5,12.0,LTL,6.5,0.0,0.0,0.0
7413,114,3,1001,1720,VND->FC,380.9,31384,214,FC->LMD,1956.2,0,0,0,0.0,31384,0.02,286.0,2337.1,2,2097.1,986.21,616.38,4.3,12.0,TL,7.7,0.0,0.0,0.0
7413,115,3,1004,1723,VND->FC,2328.3,31384,688,FC->LMD,269.6,0,0,0,0.0,31384,0.02,286.0,2597.9,2,2097.1,986.21,616.38,4.7,12.0,TL,7.3,0.0,0.0,0.0
7413,116,3,1006,1725,VND->FC,528.9,31384,1004,FC->LMD,1574.8,0,0,0,0.0,31384,0.02,286.0,2103.7,2,2097.1,986.21,616.38,3.9,12.0,TL,8.1,0.0,0.0,0.0
7413,117,3,1001,1720,VND->FC,380.9,1004,154,FC->FC,2208.0,31384,688,FC->LMD,269.6,31384,0.04,286.0,2858.5,3,2097.1,986.21,616.38,6.2,12.0,LTL,5.8,0.0,0.0,0.0
7413,118,3,1001,1720,VND->FC,380.9,1004,154,FC->FC,2208.0,31384,688,FC->LMD,269.6,31384,0.04,286.0,2858.5,3,2097.1,986.21,616.38,5.2,12.0,TL,6.8,0.0,0.0,0.0
7414,119,3,31393,1635,VND->LMD,688.7,0,0,0,0.0,0,0,0,0.0,31393,0.0,742.0,688.7,1,688.7,2393.55,1747.12,2.5,9.0,LTL,6.5,1.0,457.93,1.0
7414,120,3,1001,1720,VND->FC,380.9,31393,223,FC->LMD,897.6,0,0,0,0.0,31393,0.02,742.0,1278.5,2,688.7,2393.55,1747.12,3.2,9.0,LTL,5.8,0.0,0.0,0.0
7414,121,3,1006,1725,VND->FC,528.9,31393,1013,FC->LMD,434.4,0,0,0,0.0,31393,0.02,742.0,963.3,2,688.7,2393.55,1747.12,2.5,9.0,LTL,6.5,0.0,0.0,0.0
7414,122,3,1001,1720,VND->FC,380.9,31393,223,FC->LMD,897.6,0,0,0,0.0,31393,0.02,742.0,1278.5,2,688.7,2393.55,1747.12,2.3,9.0,TL,6.7,0.0,0.0,0.0
7414,123,3,1006,1725,VND->FC,528.9,31393,1013,FC->LMD,434.4,0,0,0,0.0,31393,0.02,742.0,963.3,2,688.7,2393.55,1747.12,1.8,9.0,TL,7.2,0.0,0.0,0.0
7414,124,3,1001,1720,VND->FC,380.9,1006,156,FC->FC,545.5,31393,1013,FC->LMD,434.4,31393,0.04,742.0,1360.8,3,688.7,2393.55,1747.12,3.2,9.0,LTL,5.8,0.0,0.0,0.0
