locationID1,locationType1,locationID2,locationType2,distance
1,VND,137,VND,2226.348105
1,VND,12,VND,2232.269208
1,VND,31449,LMD,2233.095419
1,VND,31462,LMD,2238.877002
1,VND,248,VND,2244.862629
1,VND,499,VND,2250.472014
1,VND,415,VND,2257.640991
1,VND,1004,FC,2259.924872
1,VND,75,VND,2283.700513
1,VND,213,VND,2290.905215
1,VND,113,VND,2295.344803
1,VND,31348,LMD,2295.417171
1,VND,31447,LMD,2300.224031
1,VND,31392,LMD,2310.193069
1,VND,342,VND,2314.314218
1,VND,17,VND,2315.057583
1,VND,63,VND,2315.43317
1,VND,291,VND,2317.81938
1,VND,296,VND,2332.127382
1,VND,385,VND,2333.886135
1,VND,31361,LMD,2334.564969
1,VND,528,VND,2336.535643
1,VND,83,VND,2337.512737
1,VND,32,VND,2339.398408
1,VND,518,VND,2340.8939
1,VND,458,VND,2340.942521
1,VND,31464,LMD,2341.432339
1,VND,325,VND,2344.054203
1,VND,424,VND,2355.037819
1,VND,31399,LMD,2357.17107
1,VND,403,VND,2357.288222
1,VND,268,VND,2363.559547
1,VND,437,VND,2368.309903
1,VND,31406,LMD,2377.404791
1,VND,31345,LMD,2379.595807
1,VND,436,VND,2379.697334
1,VND,31440,LMD,2382.619374
1,VND,488,VND,2385.455469
1,VND,410,VND,2394.11816
1,VND,66,VND,2394.829581
1,VND,31,VND,2396.097324
1,VND,128,VND,2403.195796
1,VND,216,VND,2403.33758
1,VND,305,VND,2404.441023
1,VND,257,VND,2406.083517
1,VND,440,VND,2423.775096
1,VND,152,VND,2423.906057
1,VND,149,VND,2424.264224
1,VND,110,VND,2425.475028
1,VND,200,VND,2426.234177
1,VND,31388,LMD,2427.335154
1,VND,134,VND,2429.040033
1,VND,78,VND,2429.638963
1,VND,225,VND,2433.295455
1,VND,360,VND,2433.763559
1,VND,7,VND,2434.615157
1,VND,60,VND,2437.99918
1,VND,31333,LMD,2439.576422
1,VND,260,VND,2439.747089
1,VND,185,VND,2441.427631
1,VND,90,VND,2443.981674
1,VND,31395,LMD,2445.662348
1,VND,393,VND,2446.921468
1,VND,4,VND,2447.236905
1,VND,280,VND,2453.501261
1,VND,294,VND,2454.978959
1,VND,192,VND,2456.241416
1,VND,322,VND,2459.00931
1,VND,6,VND,2463.722691
1,VND,31374,LMD,2467.745261
1,VND,38,VND,2470.440088
1,VND,31334,LMD,2474.082039
1,VND,526,VND,2478.959188
1,VND,123,VND,2491.002972
1,VND,506,VND,2502.534005
1,VND,31403,LMD,2512.770947
1,VND,450,VND,2513.457886
1,VND,31417,LMD,2513.495887
1,VND,189,VND,2513.730336
1,VND,220,VND,2565.406794
1,VND,31389,LMD,2566.106723
1,VND,219,VND,2567.874774
1,VND,316,VND,2576.972934
1,VND,31441,LMD,2577.400434
1,VND,308,VND,2582.382612
1,VND,307,VND,2586.145497
1,VND,31446,LMD,2588.269689
1,VND,422,VND,2589.38771
1,VND,421,VND,2590.461667
1,VND,338,VND,2601.453653
1,VND,205,VND,2603.272816
1,VND,417,VND,2604.156656
1,VND,31378,LMD,2628.506513
1,VND,31407,LMD,2699.529986
2,VND,79,VND,8.43604556
2,VND,300,VND,8.856662782
2,VND,198,VND,12.48084109
2,VND,131,VND,14.15462661
2,VND,31454,LMD,14.63384073
2,VND,231,VND,17.1009158
2,VND,18,VND,19.26786288
2,VND,101,VND,20.30397202
2,VND,1001,FC,20.74878608
2,VND,167,VND,20.74878608
2,VND,8,VND,21.14610339
2,VND,254,VND,21.17611707
2,VND,124,VND,23.97576948
2,VND,47,VND,24.28995958
2,VND,61,VND,26.29908828
2,VND,59,VND,26.79571197
2,VND,263,VND,29.6004434
2,VND,230,VND,29.72213719
2,VND,165,VND,30.1102098
2,VND,116,VND,30.851701
2,VND,43,VND,31.85364283
2,VND,175,VND,33.91593199
2,VND,73,VND,34.80558571
2,VND,42,VND,36.84288461
2,VND,173,VND,39.99485014
2,VND,242,VND,42.93986506
2,VND,297,VND,43.12060845
2,VND,87,VND,45.40525379
2,VND,154,VND,50.0477787
2,VND,140,VND,52.0789489
2,VND,20,VND,54.71098932
2,VND,133,VND,55.85636771
2,VND,31355,LMD,61.83043185
2,VND,160,VND,67.29804324
2,VND,1,VND,72.84952536
2,VND,31414,LMD,74.44411043
2,VND,48,VND,82.49409572
2,VND,129,VND,84.80193265
2,VND,143,VND,91.97370084
2,VND,391,VND,129.5624383
2,VND,212,VND,130.2845819
2,VND,31426,LMD,143.6618116
2,VND,31376,LMD,146.9696503
2,VND,206,VND,200.1513047
2,VND,361,VND,201.7635476
2,VND,241,VND,203.1196539
2,VND,24,VND,211.7339562
2,VND,431,VND,225.9205669
2,VND,146,VND,238.6554275
2,VND,31377,LMD,247.6663501
2,VND,31342,LMD,269.432712
2,VND,202,VND,290.9668096
2,VND,388,VND,295.4605249
2,VND,208,VND,296.1062255
2,VND,413,VND,299.3547758
2,VND,31433,LMD,302.5309
2,VND,328,VND,305.5661066
2,VND,31425,LMD,307.7673516
2,VND,312,VND,316.5029927
2,VND,398,VND,358.451599
2,VND,234,VND,361.0268812
2,VND,195,VND,362.7023765
2,VND,34,VND,364.5805503
2,VND,31472,LMD,376.5636966
2,VND,41,VND,377.5625527
2,VND,103,VND,380.0720512
2,VND,31404,LMD,380.4596635
2,VND,471,VND,383.6125952
2,VND,31351,LMD,389.3126503
2,VND,3,VND,396.4997596
2,VND,505,VND,399.4920839
2,VND,31434,LMD,404.1919825
2,VND,193,VND,418.4908431
2,VND,109,VND,420.420359
2,VND,451,VND,426.6127719
2,VND,156,VND,428.6502805
2,VND,31418,LMD,442.2458746
2,VND,259,VND,482.4410451
2,VND,35,VND,544.2718406
2,VND,31415,LMD,545.5215938
2,VND,191,VND,547.0538213
2,VND,36,VND,549.7693376
2,VND,426,VND,559.4023133
2,VND,31386,LMD,559.9490018
2,VND,1006,FC,564.9270655
2,VND,115,VND,564.9270655
2,VND,31373,LMD,566.1167789
2,VND,372,VND,583.1881563
2,VND,31419,LMD,615.2545484
2,VND,31410,LMD,617.843606
2,VND,31465,LMD,620.2151475
2,VND,510,VND,645.5738313
2,VND,387,VND,651.1672577
2,VND,272,VND,654.0968788
2,VND,445,VND,654.5856093
2,VND,314,VND,658.4504913
2,VND,31470,LMD,660.8248915
2,VND,400,VND,677.5261262
2,VND,31367,LMD,681.9498014
2,VND,31366,LMD,704.0548513
2,VND,31424,LMD,743.3613851
2,VND,31422,LMD,777.3429436
2,VND,31466,LMD,779.5556084
2,VND,412,VND,779.8328963
2,VND,37,VND,791.8375995
2,VND,56,VND,800.1944157
2,VND,401,VND,804.820476
2,VND,31439,LMD,804.8971975
2,VND,85,VND,806.3081524
2,VND,277,VND,814.5436107
2,VND,31467,LMD,824.2069605
2,VND,31405,LMD,828.5137766
2,VND,31329,LMD,834.5495385
2,VND,443,VND,838.1952432
2,VND,221,VND,846.4282064
2,VND,340,VND,857.7424021
2,VND,31385,LMD,858.4467953
2,VND,1008,FC,860.1343964
2,VND,429,VND,874.8189348
2,VND,31474,LMD,887.9225298
2,VND,31427,LMD,892.9033501
2,VND,31393,LMD,919.4492062
2,VND,31400,LMD,959.036858
2,VND,31369,LMD,959.1845317
2,VND,76,VND,962.3274911
2,VND,100,VND,963.4626927
2,VND,402,VND,964.0214255
2,VND,142,VND,965.6618714
2,VND,236,VND,974.1925166
2,VND,31353,LMD,990.2512188
2,VND,31477,LMD,1005.868273
2,VND,31357,LMD,1013.482599
2,VND,31354,LMD,1021.170844
2,VND,247,VND,1036.850036
2,VND,249,VND,1077.948251
2,VND,65,VND,1085.011454
2,VND,369,VND,1109.550279
2,VND,31360,LMD,1127.283361
2,VND,390,VND,1133.466432
2,VND,31476,LMD,1134.797849
2,VND,255,VND,1139.536343
2,VND,31420,LMD,1142.609692
2,VND,240,VND,1143.305896
2,VND,334,VND,1143.897186
2,VND,11,VND,1154.076425
2,VND,500,VND,1162.289361
2,VND,269,VND,1166.050804
2,VND,285,VND,1167.646254
2,VND,155,VND,1169.627196
2,VND,514,VND,1170.014848
2,VND,31359,LMD,1170.194596
2,VND,244,VND,1172.887857
2,VND,331,VND,1173.239399
2,VND,423,VND,1174.069848
2,VND,190,VND,1178.524663
2,VND,397,VND,1179.427562
2,VND,428,VND,1182.30154
2,VND,31445,LMD,1184.830957
2,VND,127,VND,1186.067919
2,VND,460,VND,1186.618309
2,VND,232,VND,1190.763031
2,VND,481,VND,1190.875518
2,VND,1002,FC,1193.25625
2,VND,82,VND,1193.25625
2,VND,301,VND,1193.892608
2,VND,145,VND,1196.333091
2,VND,341,VND,1200.610625
2,VND,265,VND,1209.197508
2,VND,286,VND,1219.240056
2,VND,95,VND,1220.982678
2,VND,31457,LMD,1222.704253
2,VND,512,VND,1243.176128
2,VND,31435,LMD,1249.896303
2,VND,80,VND,1253.592934
2,VND,81,VND,1268.103027
2,VND,31397,LMD,1278.522259
2,VND,31344,LMD,1281.211955
2,VND,479,VND,1283.896871
2,VND,111,VND,1292.247463
2,VND,394,VND,1300.63189
2,VND,345,VND,1301.988915
2,VND,31448,LMD,1303.234402
2,VND,31380,LMD,1306.946478
2,VND,31438,LMD,1307.311168
2,VND,1007,FC,1307.537024
2,VND,517,VND,1308.889389
2,VND,465,VND,1310.041579
2,VND,373,VND,1313.282858
2,VND,45,VND,1314.745521
2,VND,14,VND,1317.717637
2,VND,31437,LMD,1318.46834
2,VND,468,VND,1347.848507
2,VND,120,VND,1354.145972
2,VND,106,VND,1362.230577
2,VND,180,VND,1367.193371
2,VND,31459,LMD,1380.686127
2,VND,491,VND,1392.997282
2,VND,31421,LMD,1401.550929
2,VND,31473,LMD,1402.142844
2,VND,446,VND,1402.627931
2,VND,31413,LMD,1410.060619
2,VND,194,VND,1441.217279
2,VND,31460,LMD,1442.742858
2,VND,274,VND,1444.568363
2,VND,476,VND,1473.973691
2,VND,174,VND,1479.776286
2,VND,489,VND,1486.194953
2,VND,31411,LMD,1487.240299
2,VND,31350,LMD,1490.796637
2,VND,31330,LMD,1502.329467
2,VND,74,VND,1508.403539
2,VND,487,VND,1512.191608
2,VND,310,VND,1514.352134
2,VND,86,VND,1533.269056
2,VND,31475,LMD,1542.314727
2,VND,31362,LMD,1542.932442
2,VND,295,VND,1548.836832
2,VND,58,VND,1558.598513
2,VND,290,VND,1561.216705
2,VND,26,VND,1562.30662
2,VND,233,VND,1563.51218
2,VND,527,VND,1568.709148
2,VND,31453,LMD,1570.372234
2,VND,433,VND,1573.923358
2,VND,99,VND,1578.560734
2,VND,31356,LMD,1592.632693
2,VND,31394,LMD,1592.886194
2,VND,31402,LMD,1597.359219
2,VND,311,VND,1606.59648
2,VND,31347,LMD,1609.425126
2,VND,408,VND,1613.510613
2,VND,318,VND,1617.360072
2,VND,321,VND,1618.481244
2,VND,31398,LMD,1619.6219
2,VND,239,VND,1622.316978
2,VND,343,VND,1624.722725
2,VND,184,VND,1625.082672
2,VND,406,VND,1633.200306
2,VND,278,VND,1635.177534
2,VND,31383,LMD,1640.887772
2,VND,72,VND,1645.842385
2,VND,315,VND,1653.360277
2,VND,31368,LMD,1653.360277
2,VND,62,VND,1655.122856
2,VND,15,VND,1659.45942
2,VND,363,VND,1660.426793
2,VND,275,VND,1662.262211
2,VND,19,VND,1667.868483
2,VND,30,VND,1668.939925
2,VND,68,VND,1669.938404
2,VND,229,VND,1671.084143
2,VND,148,VND,1672.612618
2,VND,531,VND,1674.87542
2,VND,46,VND,1676.932579
2,VND,381,VND,1678.75288
2,VND,136,VND,1681.865386
2,VND,262,VND,1683.590579
2,VND,504,VND,1684.356694
2,VND,13,VND,1686.882337
2,VND,31332,LMD,1689.721234
2,VND,186,VND,1691.394092
2,VND,1005,FC,1691.455218
2,VND,348,VND,1692.453923
2,VND,271,VND,1693.760426
2,VND,456,VND,1695.488351
2,VND,283,VND,1696.361284
2,VND,346,VND,1698.86637
2,VND,141,VND,1699.181838
2,VND,118,VND,1700.236354
2,VND,64,VND,1701.473185
2,VND,306,VND,1703.971378
2,VND,204,VND,1709.145822
2,VND,367,VND,1713.01391
2,VND,508,VND,1713.755972
2,VND,105,VND,1716.866633
2,VND,336,VND,1719.287909
2,VND,31381,LMD,1728.892893
2,VND,31390,LMD,1729.541633
2,VND,31337,LMD,1734.142035
2,VND,144,VND,1742.388882
2,VND,92,VND,1742.576484
2,VND,5,VND,1744.965719
2,VND,40,VND,1751.001369
2,VND,475,VND,1751.136518
2,VND,150,VND,1769.963822
2,VND,31431,LMD,1770.257956
2,VND,89,VND,1776.276383
2,VND,442,VND,1784.522967
2,VND,29,VND,1785.055521
2,VND,493,VND,1785.942935
2,VND,31408,LMD,1786.061004
2,VND,273,VND,1789.505901
2,VND,31468,LMD,1790.503196
2,VND,31458,LMD,1794.331529
2,VND,392,VND,1794.785858
2,VND,503,VND,1795.682012
2,VND,84,VND,1796.250244
2,VND,91,VND,1796.964875
2,VND,444,VND,1802.476708
2,VND,281,VND,1803.543301
2,VND,362,VND,1804.78861
2,VND,31469,LMD,1812.17889
2,VND,31370,LMD,1817.13483
2,VND,98,VND,1824.223515
2,VND,53,VND,1826.742181
2,VND,223,VND,1834.857485
2,VND,31372,LMD,1839.055404
2,VND,51,VND,1839.214262
2,VND,49,VND,1842.095983
2,VND,501,VND,1842.475681
2,VND,71,VND,1844.621306
2,VND,50,VND,1846.868312
2,VND,470,VND,1850.133539
2,VND,376,VND,1851.895045
2,VND,383,VND,1857.859181
2,VND,416,VND,1858.24565
2,VND,467,VND,1860.436486
2,VND,96,VND,1860.512347
2,VND,77,VND,1863.799592
